"","gene.list"
"1354","TTC22"
"1355","DHCR24"
"1356","USP24"
"1357","PPAP2B"
"1358","DAB1"
"1359","HNRNPA1"
"1360","OMA1"
"1361","TACSTD2"
"1362","MYSM1"
"1363","JUN"
"1364","CYP2J2"
"1365","TM2D1"
"1366","KANK4"
"1367","DOCK7"
"1368","ITGB3BP"
"1369","JAK1"
"1370","WDR78"
"1371","SLC35D1"
"1372","SERBP1"
"1373","GNG12"
"1374","DIRAS3"
"1375","WLS"
"1376","LRRC40"
"1377","ANKRD13C"
"1378","PTGER3"
"1379","ZRANB2"
"1380","MIR186"
"1381","NEGR1"
"1382","CRYZ"
"1383","SLC44A5"
"1384","PIGK"
"1385","ZZZ3"
"1386","USP33"
"1387","AIDA"
"1388","C1orf118"
"1389","FUBP1"
"1390","ELTD1"
"1391","TTLL7"
"1392","GNG5"
"1393","CTBS"
"1394","SSX2IP"
"1395","LPAR3"
"1396","MCOLN2"
"1397","MCOLN3"
"1398","SYDE2"
"1399","C1orf52"
"1400","BCL10"
"1401","DDAH1"
"1402","ZNHIT6"
"1403","COL24A1"
"1404","ODF2L"
"1405","SEP15"
"1406","GTF2B"
"1407","CCBL2"
"1408","GBP3"
"1409","GBP1"
"1410","GBP2"
"1411","GBP7"
"1412","GBP4"
"1413","GBP5"
"1414","GEMIN8P4"
"1415","BARHL2"
"1416","ZNF644"
"1417","RN28S1"
"1418","TGFBR3"
"1419","SET"
"1420","GLMN"
"1421","GFI1"
"1422","EVI5"
"1423","FAM69A"
"1424","TMED5"
"1425","BCAR3"
"1426","DNTTIP2"
"1427","GCLM"
"1428","ABCA4"
"1429","ARHGAP29"
"1430","F3"
"1431","CNN3"
"1432","ALG14"
"1433","RPL7"
"1434","DPYD"
"1435","FRRS1"
"1436","SASS6"
"1437","LRRC39"
"1438","DBT"
"1439","EXTL2"
"1440","DPH5"
"1441","RPSA"
"1442","COL11A1"
"1443","VAV3"
"1444","SLC25A24"
"1445","C1orf59"
"1446","CLCC1"
"1447","WDR47"
"1448","TAF13"
"1449","C1orf194"
"1450","PSRC1"
"1451","MYBPHL"
"1452","SORT1"
"1453","PSMA5"
"1454","AMIGO1"
"1455","GNAT2"
"1456","GSTM3"
"1457","EPS8L3"
"1458","ALX3"
"1459","SLC16A4"
"1460","HBXIP"
"1461","KCNA10"
"1462","KCNA2"
"1463","KCNA3"
"1464","C1orf103"
"1465","DRAM2"
"1466","DENND2D"
"1467","OVGP1"
"1468","WDR77"
"1469","ADORA3"
"1470","C1orf183"
"1471","KCND3"
"1472","ST7L"
"1473","RHOC"
"1474","PPM1J"
"1475","FLJ36116"
"1476","SLC16A1"
"1477","PHTF1"
"1478","PTPN22"
"1479","RSBN1"
"1480","AP4B1"
"1481","SYT6"
"1482","TRIM33"
"1483","DENND2C"
"1484","BCAS2"
"1485","AMPD1"
"1486","NRAS"
"1487","CSDE1"
"1488","SIKE1"
"1489","TSPAN2"
"1490","NGF"
"1491","CASQ2"
"1492","CD58"
"1493","IGSF3"
"1494","TRIM45"
"1495","VTCN1"
"1496","GDAP2"
"1497","SPAG17"
"1498","TBX15"
"1499","WARS2"
"1500","ZNF697"
"1501","HMGCS2"
"1502","REG4"
"1503","NOTCH2"
"1504","FCGR1B"
"1505","LOC375010"
"1506","ANKRD20B"
"1507","PPIAL4G"
"1508","NUDT4P1"
"1509","POLR3GL"
"1510","GNRHR2"
"1511","NUDT17"
"1512","POLR3C"
"1513","LOC100130236"
"1514","PRKAB2"
"1515","FMO5"
"1516","ACP6"
"1517","GJA5"
"1518","LOC728855"
"1519","LOC440570"
"1520","HIST2H2BF"
"1521","HIST2H3D"
"1522","HIST2H2BC"
"1523","HIST2H2BE"
"1524","HIST2H2AB"
"1525","SV2A"
"1526","SF3B4"
"1527","MTMR11"
"1528","OTUD7B"
"1529","ANP32E"
"1530","APH1A"
"1531","MCL1"
"1532","ENSA"
"1533","GOLPH3L"
"1534","HORMAD1"
"1535","CTSS"
"1536","CTSK"
"1537","ARNT"
"1538","LASS2"
"1539","FAM63A"
"1540","CDC42SE1"
"1541","SEMA6C"
"1542","LYSMD1"
"1543","TMOD4"
"1544","VPS72"
"1545","PI4KB"
"1546","RFX5"
"1547","SELENBP1"
"1548","POGZ"
"1549","CELF3"
"1550","MRPL9"
"1551","TDRKH"
"1552","LINGO4"
"1553","RORC"
"1554","THEM5"
"1555","THEM4"
"1556","S100A10"
"1557","S100A11"
"1558","TCHH"
"1559","FLG"
"1560","CRNN"
"1561","LCE3E"
"1562","LCE3D"
"1563","LCE3A"
"1564","LCE1C"
"1565","SPRR2A"
"1566","SPRR2G"
"1567","PGLYRP3"
"1568","PGLYRP4"
"1569","S100A12"
"1570","S100A8"
"1571","S100A7"
"1572","S100A6"
"1573","S100A5"
"1574","S100A4"
"1575","S100A3"
"1576","S100A16"
"1577","S100A14"
"1578","S100A13"
"1579","ILF2"
"1580","GATAD2B"
"1581","DENND4B"
"1582","CRTC2"
"1583","SLC39A1"
"1584","JTB"
"1585","RAB13"
"1586","TPM3"
"1587","C1orf43"
"1588","SHE"
"1589","UBE2Q1"
"1590","ADAR"
"1591","KCNN3"
"1592","PMVK"
"1593","PBXIP1"
"1594","PYGO2"
"1595","SHC1"
"1596","DCST2"
"1597","DPM3"
"1598","MUC1"
"1599","KRTCAP2"
"1600","THBS3"
"1601","GBAP1"
"1602","GBA"
"1603","FAM189B"
"1604","SCAMP3"
"1605","CLK2"
"1606","PKLR"
"1607","ASH1L"
"1608","YY1AP1"
"1609","GON4L"
"1610","RIT1"
"1611","KIAA0907"
"1612","SNORA42"
"1613","SCARNA4"
"1614","ARHGEF2"
"1615","SSR2"
"1616","UBQLN4"
"1617","PAQR6"
"1618","SMG5"
"1619","C1orf85"
"1620","VHLL"
"1621","CCT3"
"1622","MEF2D"
"1623","IQGAP3"
"1624","NES"
"1625","CRABP2"
"1626","ISG20L2"
"1627","MRPL24"
"1628","HDGF"
"1629","SH2D2A"
"1630","INSRR"
"1631","ARHGEF11"
"1632","ETV3L"
"1633","ETV3"
"1634","FCRL5"
"1635","FCRL3"
"1636","FCRL2"
"1637","FCRL1"
"1638","CD5L"
"1639","LOC729866"
"1640","ELL2"
"1641","OR6Y1"
"1642","OR6P1"
"1643","SPTA1"
"1644","OR6N2"
"1645","AIM2"
"1646","OR10J3"
"1647","CRP"
"1648","VSIG8"
"1649","CCDC19"
"1650","TAGLN2"
"1651","IGSF9"
"1652","SLAMF9"
"1653","PIGM"
"1654","KCNJ10"
"1655","IGSF8"
"1656","DCAF8"
"1657","PEX19"
"1658","COPA"
"1659","SLAMF6"
"1660","CD84"
"1661","SLAMF1"
"1662","CD48"
"1663","CD244"
"1664","F11R"
"1665","USF1"
"1666","ARHGAP30"
"1667","PVRL4"
"1668","PFDN2"
"1669","DEDD"
"1670","B4GALT3"
"1671","ADAMTS4"
"1672","APOA2"
"1673","NR1I3"
"1674","MPZ"
"1675","FCGR3A"
"1676","OLFML2B"
"1677","C1orf111"
"1678","RGS5"
"1679","LMX1A"
"1680","RXRG"
"1681","TMCO1"
"1682","FAM78B"
"1683","TADA1"
"1684","ILDR2"
"1685","GPA33"
"1686","CD247"
"1687","CREG1"
"1688","BRP44"
"1689","GCSH"
"1690","GPR161"
"1691","DPT"
"1692","NME7"
"1693","SLC19A2"
"1694","F5"
"1695","SELP"
"1696","SELL"
"1697","SELE"
"1698","C1orf156"
"1699","KIFAP3"
"1700","MYOC"
"1701","VAMP4"
"1702","MIR214"
"1703","MIR199A2"
"1704","PIGC"
"1705","TNFSF4"
"1706","LOC646870"
"1707","CENPL"
"1708","SNORD47"
"1709","SNORD80"
"1710","SNORD79"
"1711","SNORD78"
"1712","SNORD44"
"1713","SNORD76"
"1714","SNORD75"
"1715","SNORD74"
"1716","SERPINC1"
"1717","RC3H1"
"1718","MRPS14"
"1719","KIAA0040"
"1720","TNR"
"1721","RFWD2"
"1722","ASTN1"
"1723","SEC16B"
"1724","NCRNA00083"
"1725","LOC646976"
"1726","ANGPTL1"
"1727","ABL2"
"1728","TOR1AIP2"
"1729","ACBD6"
"1730","STX6"
"1731","ZNF648"
"1732","GLUL"
"1733","TEDDM1"
"1734","RNASEL"
"1735","RGS16"
"1736","RGS8"
"1737","NMNAT2"
"1738","NCF2"
"1739","ARPC5"
"1740","GLT25D2"
"1741","EDEM3"
"1742","FAM129A"
"1743","C1orf25"
"1744","IVNS1ABP"
"1745","TPR"
"1746","PTGS2"
"1747","UCHL5"
"1748","GLRX2"
"1749","KCNT2"
"1750","ASPM"
"1751","ZBTB41"
"1752","DENND1B"
"1753","MIR181B1"
"1754","ZNF281"
"1755","KIF14"
"1756","DDX59"
"1757","KIF21B"
"1758","CACNA1S"
"1759","ASCL5"
"1760","TMEM9"
"1761","TNNT2"
"1762","LAD1"
"1763","TNNI1"
"1764","PHLDA3"
"1765","CSRP1"
"1766","LMOD1"
"1767","ARL8A"
"1768","PTPN7"
"1769","UBE2T"
"1770","SYT2"
"1771","KDM5B"
"1772","RABIF"
"1773","KLHL12"
"1774","ADIPOR1"
"1775","CYB5R1"
"1776","MYOG"
"1777","MYBPH"
"1778","CHI3L1"
"1779","CHIT1"
"1780","FMOD"
"1781","C1orf157"
"1782","ETNK2"
"1783","REN"
"1784","KISS1"
"1785","GOLT1A"
"1786","PLEKHA6"
"1787","PPP1R15B"
"1788","PIK3C2B"
"1789","LRRN2"
"1790","TMEM81"
"1791","RBBP5"
"1792","DSTYK"
"1793","NUAK2"
"1794","KLHDC8A"
"1795","ELK4"
"1796","SLC45A3"
"1797","RAB7L1"
"1798","SLC41A1"
"1799","PM20D1"
"1800","SLC26A9"
"1801","C1orf186"
"1802","LGTN"
"1803","IL10"
"1804","FAIM3"
"1805","PIGR"
"1806","FCAMR"
"1807","C1orf116"
"1808","YOD1"
"1809","MIR29C"
"1810","CD34"
"1811","PLXNA2"
"1812","LAMB3"
"1813","C1orf74"
"1814","IRF6"
"1815","KCNH1"
"1816","RD3"
"1817","SLC30A1"
"1818","NEK2"
"1819","LPGAT1"
"1820","INTS7"
"1821","RPL21P28"
"1822","TMEM206"
"1823","BATF3"
"1824","NSL1"
"1825","NCRNA00292"
"1826","ANGEL2"
"1827","PTPN14"
"1828","ESRRG"
"1829","GPATCH2"
"1830","SLC30A10"
"1831","EPRS"
"1832","BPNT1"
"1833","RAB3GAP2"
"1834","LOC400804"
"1835","DUSP10"
"1836","HHIPL2"
"1837","TAF1A"
"1838","TLR5"
"1839","SUSD4"
"1840","TP53BP2"
"1841","PCMTD2"
"1842","NVL"
"1843","WDR26"
"1844","ENAH"
"1845","TMEM63A"
"1846","LEFTY1"
"1847","PYCR2"
"1848","LEFTY2"
"1849","C1orf55"
"1850","ACBD3"
"1851","LIN9"
"1852","PARP1"
"1853","LOC391169"
"1854","ITPKB"
"1855","CDC42BPA"
"1856","PRO2012"
"1857","JMJD4"
"1858","WNT9A"
"1859","LOC100506571"
"1860","C1orf35"
"1861","MRPL55"
"1862","TRIM11"
"1863","TRIM17"
"1864","HIST3H3"
"1865","HIST3H2A"
"1866","C1orf96"
"1867","ACTA1"
"1868","NUP133"
"1869","ABCB10"
"1870","TAF5L"
"1871","PGBD5"
"1872","AGT"
"1873","C1orf198"
"1874","TTC13"
"1875","FAM89A"
"1876","C1orf131"
"1877","EXOC8"
"1878","EGLN1"
"1879","SNRPD2P2"
"1880","SIPA1L2"
"1881","PCNXL2"
"1882","TARBP1"
"1883","IRF2BP2"
"1884","PP2672"
"1885","TOMM20"
"1886","SNORA14B"
"1887","RBM34"
"1888","ARID4B"
"1889","B3GALNT2"
"1890","GNG4"
"1891","LYST"
"1892","NID1"
"1893","ERO1LB"
"1894","HEATR1"
"1895","MT1P2"
"1896","GREM2"
"1897","FH"
"1898","OPN3"
"1899","CHML"
"1900","MAP1LC3C"
"1901","PLD5"
"1902","CEP170"
"1903","AKT3"
"1904","ADSS"
"1905","HNRNPU"
"1906","SMYD3"
"1907","TFB2M"
"1908","AHCTF1"
"1909","ZNF695"
"1910","ZNF670"
"1911","ZNF669"
"1912","C1orf229"
"1913","ZNF124"
"1914","ZNF496"
"1915","OR2B11"
"1916","OR2C3"
"1917","OR6F1"
"1918","OR11L1"
"1919","OR2T33"
"1920","OR2T12"
"1921","OR2T34"
"1922","OR2T11"
"1923","OR2T35"
"1924","OR14I1"
"1925","SH3BP5L"
"1926","ZNF692"
"1927","ZMYND11"
"1928","C10orf108"
"1929","GTPBP4"
"1930","C10orf110"
"1931","WDR37"
"1932","NCRNA00200"
"1933","PFKP"
"1934","AKR1E2"
"1935","AKR1C1"
"1936","AKR1C3"
"1937","UCN3"
"1938","NET1"
"1939","CALML3"
"1940","C10orf18"
"1941","FBXO18"
"1942","RBM17"
"1943","PFKFB3"
"1944","ITIH2"
"1945","ATP5C1"
"1946","TAF3"
"1947","GATA3"
"1948","CELF2"
"1949","USP6NL"
"1950","ECHDC3"
"1951","C10orf47"
"1952","DHTKD1"
"1953","SEC61A2"
"1954","CDC123"
"1955","CAMK1D"
"1956","OPTN"
"1957","MCM10"
"1958","PRPF18"
"1959","HSPA14"
"1960","SUV39H2"
"1961","RPP38"
"1962","PTER"
"1963","VIM"
"1964","STAM"
"1965","FAM23A"
"1966","MRC1"
"1967","CACNB2"
"1968","ARL5B"
"1969","PLXDC2"
"1970","MLLT10"
"1971","COMMD3"
"1972","BMI1"
"1973","SPAG6"
"1974","MSRB2"
"1975","PTF1A"
"1976","OTUD1"
"1977","KIAA1217"
"1978","THNSL1"
"1979","GPR158"
"1980","GAD2"
"1981","APBB1IP"
"1982","PDSS1"
"1983","MASTL"
"1984","RAB18"
"1985","WAC"
"1986","BAMBI"
"1987","C10orf126"
"1988","MAP3K8"
"1989","ZEB1"
"1990","C10orf68"
"1991","CREM"
"1992","CCNY"
"1993","GJD4"
"1994","ANKRD30A"
"1995","ZNF33A"
"1996","ZNF37A"
"1997","HSD17B7P2"
"1998","LOC399744"
"1999","LOC84856"
"2000","BMS1"
"2001","RET"
"2002","CSGALNACT2"
"2003","FXYD4"
"2004","ZNF487P"
"2005","ZNF485"
"2006","TMEM72"
"2007","RASSF4"
"2008","ZNF22"
"2009","ALOX5"
"2010","AGAP4"
"2011","FAM21C"
"2012","FAM35B"
"2013","GPRIN2"
"2014","RHEB"
"2015","FAM35B2"
"2016","AGAP5"
"2017","ANXA8L2"
"2018","FAM21B"
"2019","AGAP9"
"2020","FAM25B"
"2021","ANXA8"
"2022","ZNF488"
"2023","MAPK8"
"2024","WDFY4"
"2025","C10orf71"
"2026","CHAT"
"2027","SLC18A3"
"2028","C10orf53"
"2029","TIMM23"
"2030","NCOA4"
"2031","LOC728407"
"2032","AGAP6"
"2033","FAM21A"
"2034","ASAH2"
"2035","PRKG1"
"2036","DKK1"
"2037","CISD1"
"2038","UBE2D1"
"2039","TFAM"
"2040","BICC1"
"2041","CDK1"
"2042","ARID5B"
"2043","ZNF365"
"2044","ADO"
"2045","NRBF2"
"2046","JMJD1C"
"2047","REEP3"
"2048","ANXA2P3"
"2049","SIRT1"
"2050","HNRNPH3"
"2051","TET1"
"2052","CCAR1"
"2053","STOX1"
"2054","DDX50"
"2055","DDX21"
"2056","KIAA1279"
"2057","SRGN"
"2058","VPS26A"
"2059","SUPV3L1"
"2060","HKDC1"
"2061","HK1"
"2062","TSPAN15"
"2063","C10orf35"
"2064","COL13A1"
"2065","H2AFY2"
"2066","EIF4EBP2"
"2067","KIAA1274"
"2068","ADAMTS14"
"2069","SGPL1"
"2070","UNC5B"
"2071","SLC29A3"
"2072","CDH23"
"2073","CHST3"
"2074","ANAPC16"
"2075","DDIT4"
"2076","CCDC109A"
"2077","OIT3"
"2078","NUDT13"
"2079","FAM149B1"
"2080","SEC24C"
"2081","FUT11"
"2082","CHCHD1"
"2083","KIAA0913"
"2084","PLAU"
"2085","VCL"
"2086","ADK"
"2087","MYST4"
"2088","SAMD8"
"2089","VDAC2"
"2090","ZNF503"
"2091","NCRNA00245"
"2092","C10orf11"
"2093","LOC100128292"
"2094","RPS24"
"2095","ZMIZ1"
"2096","PPIF"
"2097","EIF5AL1"
"2098","SFTPA1"
"2099","FAM22A"
"2100","C10orf57"
"2101","PLAC9"
"2102","C10orf58"
"2103","TSPAN14"
"2104","SH2D4B"
"2105","NRG3"
"2106","GHITM"
"2107","C10orf99"
"2108","CDHR1"
"2109","RGR"
"2110","FAM190B"
"2111","OPN4"
"2112","LDB3"
"2113","BMPR1A"
"2114","SNCG"
"2115","C10orf116"
"2116","AGAP11"
"2117","FAM35A"
"2118","MINPP1"
"2119","PAPSS2"
"2120","PTEN"
"2121","STAMBPL1"
"2122","ACTA2"
"2123","FAS"
"2124","IFIT2"
"2125","IFIT3"
"2126","IFIT1"
"2127","IFIT5"
"2128","KIF20B"
"2129","RPP30"
"2130","PCGF5"
"2131","HECTD2"
"2132","TNKS2"
"2133","BTAF1"
"2134","NHP2"
"2135","MARCH5"
"2136","KIF11"
"2137","HHEX"
"2138","EXOC6"
"2139","CYP26C1"
"2140","CYP26A1"
"2141","CEP55"
"2142","GPR120"
"2143","TMEM20"
"2144","PLCE1"
"2145","TBC1D12"
"2146","HELLS"
"2147","ENTPD1"
"2148","CC2D2B"
"2149","CCNJ"
"2150","ZNF518A"
"2151","DNTT"
"2152","RPL13AP5"
"2153","LCOR"
"2154","C10orf12"
"2155","FRAT1"
"2156","PGAM1"
"2157","ZDHHC16"
"2158","UBTD1"
"2159","ANKRD2"
"2160","DHDPSL"
"2161","C10orf62"
"2162","PI4K2A"
"2163","MARVELD1"
"2164","ZFYVE27"
"2165","GOLGA7B"
"2166","C10orf28"
"2167","CNNM1"
"2168","NKX2-3"
"2169","ENTPD7"
"2170","CUTC"
"2171","ABCC2"
"2172","SCD"
"2173","WNT8B"
"2174","HIF1AN"
"2175","PAX2"
"2176","FAM178A"
"2177","SEMA4G"
"2178","C10orf2"
"2179","LZTS2"
"2180","SFXN3"
"2181","KAZALD1"
"2182","TLX1"
"2183","BTRC"
"2184","DPCD"
"2185","HPS6"
"2186","PPRC1"
"2187","NOLC1"
"2188","ELOVL3"
"2189","GBF1"
"2190","NFKB2"
"2191","FBXL15"
"2192","TMEM180"
"2193","SUFU"
"2194","TRIM8"
"2195","SFXN2"
"2196","C10orf26"
"2197","C10orf32"
"2198","AS3MT"
"2199","CNNM2"
"2200","LOC729020"
"2201","INA"
"2202","TAF5"
"2203","PDCD11"
"2204","NEURL"
"2205","SLK"
"2206","C10orf78"
"2207","GSTO1"
"2208","GSTO2"
"2209","SORCS3"
"2210","ADD3"
"2211","MXI1"
"2212","DUSP5"
"2213","SMC3"
"2214","PDCD4"
"2215","SHOC2"
"2216","ADRA2A"
"2217","ACSL5"
"2218","VTI1A"
"2219","LOC143188"
"2220","TCF7L2"
"2221","HABP2"
"2222","CASP7"
"2223","C10orf81"
"2224","NHLRC2"
"2225","ADRB1"
"2226","VWA2"
"2227","FAM160B1"
"2228","TRUB1"
"2229","ATRNL1"
"2230","PNLIPRP1"
"2231","PNLIPRP2"
"2232","ENO4"
"2233","KCNK18"
"2234","SLC18A2"
"2235","EMX2"
"2236","CASC2"
"2237","TOMM22"
"2238","NANOS1"
"2239","FAM45A"
"2240","GRK5"
"2241","BAG3"
"2242","INPP5F"
"2243","SEC23IP"
"2244","PPAPDC1A"
"2245","C10orf85"
"2246","WDR11"
"2247","TACC2"
"2248","BTBD16"
"2249","PLEKHA1"
"2250","HTRA1"
"2251","DMBT1"
"2252","FLJ46361"
"2253","FAM24A"
"2254","PSTK"
"2255","ACADSB"
"2256","HMX3"
"2257","HMX2"
"2258","BUB3"
"2259","GPR26"
"2260","LHPP"
"2261","FAM175B"
"2262","ZRANB1"
"2263","C10orf137"
"2264","BCCIP"
"2265","FANK1"
"2266","DOCK1"
"2267","FOXI2"
"2268","PTPRE"
"2269","MGMT"
"2270","GLRX3"
"2271","PPP2R2D"
"2272","JAKMIP3"
"2273","DPYSL4"
"2274","LRRC27"
"2275","PWWP2B"
"2276","C10orf91"
"2277","INPP5A"
"2278","GPR123"
"2279","KNDC1"
"2280","UTF1"
"2281","VENTX"
"2282","ZNF511"
"2283","PRAP1"
"2284","PAOX"
"2285","MTG1"
"2286","LOC619207"
"2287","CYP2E1"
"2288","DUX4L4"
"2289","DIP2C"
"2290","LARP4B"
"2291","IDI1"
"2292","ADARB2"
"2293","PITRM1"
"2294","KLF6"
"2295","LOC100128356"
"2296","tAKR"
"2297","AKR1C2"
"2298","AKR1CL1"
"2299","TUBAL3"
"2300","CALML5"
"2301","ASB13"
"2302","GDI2"
"2303","ANKRD16"
"2304","IL15RA"
"2305","IL2RA"
"2306","PRKCQ"
"2307","SFMBT2"
"2308","ITIH5"
"2309","KIN"
"2310","FLJ45983"
"2311","C10orf31"
"2312","UPF2"
"2313","NUDT5"
"2314","CCDC3"
"2315","UCMA"
"2316","PHYH"
"2317","SEPHS1"
"2318","BEND7"
"2319","FRMD4A"
"2320","FAM107B"
"2321","CDNF"
"2322","DCLRE1C"
"2323","C10orf111"
"2324","NMT2"
"2325","FAM171A1"
"2326","ITGA8"
"2327","FAM188A"
"2328","C1QL3"
"2329","RSU1"
"2330","CUBN"
"2331","TRDMT1"
"2332","ST8SIA6"
"2333","PTPLA"
"2334","NSUN6"
"2335","NEBL"
"2336","C10orf113"
"2337","C10orf114"
"2338","C10orf140"
"2339","DNAJC1"
"2340","PIP4K2A"
"2341","ARHGAP21"
"2342","PRTFDC1"
"2343","ABI1"
"2344","ANKRD26"
"2345","YME1L1"
"2346","ACBD5"
"2347","LOC387646"
"2348","PTCHD3"
"2349","MKX"
"2350","MPP7"
"2351","SVIL"
"2352","KIAA1462"
"2353","MTPAP"
"2354","ZNF438"
"2355","LOC390414"
"2356","ARHGAP12"
"2357","KIF5B"
"2358","EPC1"
"2359","C1D"
"2360","ITGB1"
"2361","NRP1"
"2362","PARD3"
"2363","CUL2"
"2364","FZD8"
"2365","NAMPT"
"2366","ZNF248"
"2367","ZNF25"
"2368","SEPT7L"
"2369","ZNF37BP"
"2370","ZNF33B"
"2371","RASGEF1A"
"2372","HNRNPF"
"2373","ZNF239"
"2374","ZNF32"
"2375","LOC100131195"
"2376","HNRNPA3P1"
"2377","CXCL12"
"2378","C10orf10"
"2379","C10orf25"
"2380","OR13A1"
"2381","MARCH8"
"2382","ANUBL1"
"2383","LOC100133130"
"2384","PTPN20A"
"2385","FRMPD2"
"2386","BMS1P1"
"2387","SYT15"
"2388","ANXA8L1"
"2389","RBP3"
"2390","GDF2"
"2391","GDF10"
"2392","PTPN20B"
"2393","ARHGAP22"
"2394","LRRC18"
"2395","C10orf72"
"2396","FAM170B"
"2397","DRGX"
"2398","ERCC6"
"2399","OGDHL"
"2400","PARG"
"2401","AGAP7"
"2402","SGMS1"
"2403","FLJ31958"
"2404","A1CF"
"2405","CSTF2T"
"2406","MBL2"
"2407","ZWINT"
"2408","IPMK"
"2409","FAM13C"
"2410","SLC16A9"
"2411","CCDC6"
"2412","ANK3"
"2413","RHOBTB1"
"2414","TMEM26"
"2415","RTKN2"
"2416","EGR2"
"2417","DNAJC12"
"2418","HERC4"
"2419","ATOH7"
"2420","PBLD"
"2421","RUFY2"
"2422","DNA2"
"2423","SLC25A16"
"2424","TACR2"
"2425","NEUROG3"
"2426","AIFM2"
"2427","TYSND1"
"2428","SAR1A"
"2429","PPA1"
"2430","NPFFR1"
"2431","LRRC20"
"2432","PRF1"
"2433","C10orf27"
"2434","PCBD1"
"2435","C10orf54"
"2436","PSAP"
"2437","SPOCK2"
"2438","ASCC1"
"2439","DNAJB12"
"2440","CBARA1"
"2441","PLA2G12B"
"2442","P4HA1"
"2443","ECD"
"2444","DNAJC9"
"2445","MRPS16"
"2446","TTC18"
"2447","ANXA7"
"2448","ZMYND17"
"2449","PPP3CB"
"2450","USP54"
"2451","MYOZ1"
"2452","SYNPO2L"
"2453","NDST2"
"2454","CAMK2G"
"2455","AP3M1"
"2456","DUPD1"
"2457","DUSP13"
"2458","COMTD1"
"2459","KCNMA1"
"2460","DLG5"
"2461","POLR3A"
"2462","ZCCHC24"
"2463","SFTPA2"
"2464","SFTPD"
"2465","ANXA11"
"2466","MAT1A"
"2467","LRIT1"
"2468","GRID1"
"2469","WAPAL"
"2470","MMRN2"
"2471","GLUD1"
"2472","ATAD1"
"2473","RNLS"
"2474","ANKRD22"
"2475","CH25H"
"2476","LIPA"
"2477","SLC16A12"
"2478","PANK1"
"2479","MIR107"
"2480","HTR7"
"2481","ANKRD1"
"2482","PPP1R3C"
"2483","FGFBP3"
"2484","CPEB3"
"2485","IDE"
"2486","MYOF"
"2487","RBP4"
"2488","FRA10AC1"
"2489","PIPSL"
"2490","NOC3L"
"2491","PDLIM1"
"2492","SORBS1"
"2493","ALDH18A1"
"2494","TCTN3"
"2495","BLNK"
"2496","TLL2"
"2497","TM9SF3"
"2498","PIK3AP1"
"2499","SLIT1"
"2500","ARHGAP19"
"2501","FRAT2"
"2502","RRP12"
"2503","EXOSC1"
"2504","MMS19"
"2505","MORN4"
"2506","AVPI1"
"2507","SFRP5"
"2508","CRTAC1"
"2509","LOXL4"
"2510","PYROXD2"
"2511","HPS1"
"2512","HPSE2"
"2513","GOT1"
"2514","SLC25A28"
"2515","COX15"
"2516","DNMBP"
"2517","ERLIN1"
"2518","CHUK"
"2519","CWF19L1"
"2520","BLOC1S2"
"2521","PKD2L1"
"2522","SEC31B"
"2523","NDUFB8"
"2524","MRPL43"
"2525","PDZD7"
"2526","LBX1"
"2527","POLL"
"2528","FBXW4"
"2529","FGF8"
"2530","NPM3"
"2531","MGEA5"
"2532","KCNIP2"
"2533","C10orf76"
"2534","LDB1"
"2535","PITX3"
"2536","PSD"
"2537","CUEDC2"
"2538","C10orf95"
"2539","ACTR1A"
"2540","ARL3"
"2541","NT5C2"
"2542","PCGF6"
"2543","USMG5"
"2544","CALHM2"
"2545","CALHM1"
"2546","CALHM3"
"2547","SH3PXD2A"
"2548","OBFC1"
"2549","COL17A1"
"2550","C10orf79"
"2551","ITPRIP"
"2552","SORCS1"
"2553","XPNPEP1"
"2554","SMNDC1"
"2555","RPL13AP6"
"2556","ZDHHC6"
"2557","NRAP"
"2558","DCLRE1A"
"2559","C10orf118"
"2560","AFAP1L2"
"2561","ABLIM1"
"2562","GFRA1"
"2563","C10orf82"
"2564","HSPA12A"
"2565","KIAA1598"
"2566","VAX1"
"2567","PDZD8"
"2568","RAB11FIP2"
"2569","C10orf84"
"2570","PRLHR"
"2571","C10orf46"
"2572","EIF3A"
"2573","SNORA19"
"2574","SFXN4"
"2575","PRDX3"
"2576","RGS10"
"2577","TIAL1"
"2578","C10orf119"
"2579","RPL21"
"2580","FGFR2"
"2581","ATE1"
"2582","NSMCE4A"
"2583","CUZD1"
"2584","FAM24B"
"2585","C10orf88"
"2586","IKZF5"
"2587","CPXM2"
"2588","CHST15"
"2589","OAT"
"2590","NKX1-2"
"2591","FAM53B"
"2592","METTL10"
"2593","CTBP2"
"2594","FLJ40536"
"2595","ALDOAP2"
"2596","FLJ37035"
"2597","MMP21"
"2598","UROS"
"2599","DHX32"
"2600","ADAM12"
"2601","C10orf90"
"2602","FAM196A"
"2603","LOC387720"
"2604","MKI67"
"2605","EBF3"
"2606","TCERG1L"
"2607","FLJ46300"
"2608","BNIP3"
"2609","STK32C"
"2610","LOC100128830"
"2611","NKX6-2"
"2612","C10orf92"
"2613","C10orf93"
"2614","ADAM8"
"2615","TUBGCP2"
"2616","CALY"
"2617","C10orf125"
"2618","ECHS1"
"2619","SPRN"
"2620","SYCE1"
"2621","SPRNP1"
"2622","FRG2B"
"2623","SCGB1C1"
"2624","ODF3"
"2625","RIC8A"
"2626","PSMD13"
"2627","NLRP6"
